timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1610552556537,814,HTTP Request,200,OK,Load_Test 2-97,text,true,,3456,248,42,42,https://blazedemo.com/index.php,257,0,58
1610552556537,257,HTTP Request-0,302,Found,Load_Test 2-97,text,true,,228,124,42,42,http://blazedemo.com/index.php,257,0,58
1610552556794,557,HTTP Request-1,200,OK,Load_Test 2-97,text,true,,3228,124,42,42,https://blazedemo.com/index.php,542,0,200
1610552556516,884,HTTP Request,200,OK,Load_Test 2-67,text,true,,3456,248,42,42,https://blazedemo.com/index.php,277,0,75
1610552556516,277,HTTP Request-0,302,Found,Load_Test 2-67,text,true,,228,124,42,42,http://blazedemo.com/index.php,277,0,75
1610552556794,606,HTTP Request-1,200,OK,Load_Test 2-67,text,true,,3228,124,42,42,https://blazedemo.com/index.php,606,0,181
1610552556216,1186,HTTP Request,200,OK,Load_Test 2-70,text,true,,3456,248,42,42,https://blazedemo.com/index.php,256,0,65
1610552556216,256,HTTP Request-0,302,Found,Load_Test 2-70,text,true,,228,124,42,42,http://blazedemo.com/index.php,256,0,65
1610552556473,929,HTTP Request-1,200,OK,Load_Test 2-70,text,true,,3228,124,42,42,https://blazedemo.com/index.php,927,0,183
1610552556595,812,HTTP Request,200,OK,Load_Test 2-92,text,true,,3456,248,42,42,https://blazedemo.com/index.php,286,0,79
1610552556595,286,HTTP Request-0,302,Found,Load_Test 2-92,text,true,,228,124,42,42,http://blazedemo.com/index.php,286,0,79
1610552556881,526,HTTP Request-1,200,OK,Load_Test 2-92,text,true,,3228,124,42,42,https://blazedemo.com/index.php,526,0,178
1610552556363,1070,HTTP Request,200,OK,Load_Test 2-76,text,true,,3456,248,43,43,https://blazedemo.com/index.php,241,0,71
1610552556363,241,HTTP Request-0,302,Found,Load_Test 2-76,text,true,,228,124,43,43,http://blazedemo.com/index.php,241,0,71
1610552556604,829,HTTP Request-1,200,OK,Load_Test 2-76,text,true,,3228,124,43,43,https://blazedemo.com/index.php,829,0,191
1610552556652,820,HTTP Request,200,OK,Load_Test 2-82,text,true,,3456,248,43,43,https://blazedemo.com/index.php,260,0,70
1610552556652,260,HTTP Request-0,302,Found,Load_Test 2-82,text,true,,228,124,43,43,http://blazedemo.com/index.php,260,0,70
1610552556912,560,HTTP Request-1,200,OK,Load_Test 2-82,text,true,,3228,124,43,43,https://blazedemo.com/index.php,549,0,188
1610552555415,2074,HTTP Request,200,OK,Load_Test 2-78,text,true,,3456,248,43,43,https://blazedemo.com/index.php,294,0,83
1610552555415,294,HTTP Request-0,302,Found,Load_Test 2-78,text,true,,228,124,43,43,http://blazedemo.com/index.php,294,0,83
1610552555711,1778,HTTP Request-1,200,OK,Load_Test 2-78,text,true,,3228,124,43,43,https://blazedemo.com/index.php,1773,0,185
1610552555103,2419,HTTP Request,200,OK,Load_Test 2-89,text,true,,3456,248,44,44,https://blazedemo.com/index.php,310,0,81
1610552555103,310,HTTP Request-0,302,Found,Load_Test 2-89,text,true,,228,124,44,44,http://blazedemo.com/index.php,310,0,81
1610552555413,2109,HTTP Request-1,200,OK,Load_Test 2-89,text,true,,3228,124,44,44,https://blazedemo.com/index.php,2103,0,207
1610552556816,789,HTTP Request,200,OK,Load_Test 2-90,text,true,,3456,248,44,44,https://blazedemo.com/index.php,264,0,65
1610552556816,264,HTTP Request-0,302,Found,Load_Test 2-90,text,true,,228,124,44,44,http://blazedemo.com/index.php,264,0,65
1610552557081,524,HTTP Request-1,200,OK,Load_Test 2-90,text,true,,3228,124,44,44,https://blazedemo.com/index.php,523,0,182
1610552556715,897,HTTP Request,200,OK,Load_Test 2-65,text,true,,3456,248,44,44,https://blazedemo.com/index.php,283,0,77
1610552556715,283,HTTP Request-0,302,Found,Load_Test 2-65,text,true,,228,124,44,44,http://blazedemo.com/index.php,283,0,77
1610552556999,613,HTTP Request-1,200,OK,Load_Test 2-65,text,true,,3228,124,44,44,https://blazedemo.com/index.php,612,0,167
1610552556883,805,HTTP Request,200,OK,Load_Test 2-71,text,true,,3456,248,45,45,https://blazedemo.com/index.php,268,0,79
1610552556883,268,HTTP Request-0,302,Found,Load_Test 2-71,text,true,,228,124,45,45,http://blazedemo.com/index.php,268,0,79
1610552557152,536,HTTP Request-1,200,OK,Load_Test 2-71,text,true,,3228,124,45,45,https://blazedemo.com/index.php,535,0,184
1610552556724,992,HTTP Request,200,OK,Load_Test 2-80,text,true,,3456,248,46,46,https://blazedemo.com/index.php,274,0,68
1610552556724,274,HTTP Request-0,302,Found,Load_Test 2-80,text,true,,228,124,46,46,http://blazedemo.com/index.php,274,0,68
1610552556999,717,HTTP Request-1,200,OK,Load_Test 2-80,text,true,,3228,124,46,46,https://blazedemo.com/index.php,713,0,224
1610552556967,750,HTTP Request,200,OK,Load_Test 2-95,text,true,,3456,248,46,46,https://blazedemo.com/index.php,264,0,66
1610552556967,264,HTTP Request-0,302,Found,Load_Test 2-95,text,true,,228,124,46,46,http://blazedemo.com/index.php,264,0,66
1610552557232,485,HTTP Request-1,200,OK,Load_Test 2-95,text,true,,3228,124,46,46,https://blazedemo.com/index.php,484,0,185
1610552557015,713,HTTP Request,200,OK,Load_Test 2-62,text,true,,3456,248,46,46,https://blazedemo.com/index.php,256,0,65
1610552557015,256,HTTP Request-0,302,Found,Load_Test 2-62,text,true,,228,124,46,46,http://blazedemo.com/index.php,256,0,65
1610552557272,456,HTTP Request-1,200,OK,Load_Test 2-62,text,true,,3228,124,46,46,https://blazedemo.com/index.php,455,0,185
1610552556739,998,HTTP Request,200,OK,Load_Test 2-83,text,true,,3456,248,46,46,https://blazedemo.com/index.php,294,0,92
1610552556739,294,HTTP Request-0,302,Found,Load_Test 2-83,text,true,,228,124,46,46,http://blazedemo.com/index.php,294,0,92
1610552557034,703,HTTP Request-1,200,OK,Load_Test 2-83,text,true,,3228,124,46,46,https://blazedemo.com/index.php,701,0,200
